type,aid,timestamp,status,distance_m,azimuth_deg,elevation_deg,los
anchor,1,22.563,0,4.08,,,
ios,1,22.592,,4.076577663421631,23,131,1
anchor,3,22.608,0,5.271,,,
ios,3,22.613,,5.612970352172852,-82,117,0
anchor,2,22.664,0,4.549,,,
ios,2,22.673,,4.5382256507873535,0,141,0
anchor,0,22.687,0,2.546,,,
ios,0,22.754,,2.5154473781585693,80,140,0
anchor,1,22.761,0,3.963,,,
ios,1,22.771,,4.015529632568359,23,131,0
anchor,3,22.788,0,4.981,,,
anchor,2,22.827,0,4.587,,,
ios,3,22.839,,5.206482410430908,-82,117,0
ios,2,22.839,,4.565987586975098,0,141,0
anchor,0,22.848,0,2.621,,,
ios,0,22.854,,2.581702947616577,80,140,0
anchor,3,22.96,5,0.0,,,
anchor,1,22.96,0,3.841,,,
ios,1,22.971,,3.8998897075653076,23,131,0
anchor,2,22.989,0,4.634,,,
ios,2,23.001,,4.606991767883301,0,141,0
anchor,0,23.011,0,2.645,,,
ios,0,23.081,,2.619140386581421,80,140,0
anchor,2,23.141,2,0.0,,,
anchor,1,23.147,5,0.0,,,
anchor,3,23.148,0,5.942,,,
anchor,0,23.173,0,2.762,,,
ios,3,23.287,,5.749624729156494,-82,117,0
ios,0,23.287,,2.708285331726074,80,140,0
anchor,2,23.313,0,4.704,,,
anchor,3,23.319,2,0.0,,,
ios,2,23.328,,4.675025939941406,0,141,0
anchor,0,23.335,0,2.786,,,
anchor,1,23.355,0,3.625,,,
ios,0,23.406,,2.754603147506714,80,140,0
ios,1,23.406,,3.6886651515960693,23,131,0
anchor,2,23.475,3,0.0,,,
ios,2,23.49,,4.695919990539551,0,141,0
anchor,0,23.497,2,0.0,,,
anchor,3,23.509,0,5.998,,,
ios,3,23.512,,5.931709289550781,-82,117,0
anchor,1,23.554,0,3.527,,,
ios,1,23.57,,3.524360179901123,43,137,1
anchor,2,23.638,0,4.713,,,
ios,2,23.655,,4.704145908355713,0,141,0
anchor,0,23.66,0,2.978,,,
anchor,3,23.688,0,5.745,,,
ios,0,23.738,,2.9172487258911133,80,140,0
ios,3,23.738,,5.807947635650635,-82,117,0
anchor,1,23.753,0,3.405,,,
ios,1,23.757,,3.4638469219207764,43,137,0
anchor,2,23.8,0,4.741,,,
ios,2,23.814,,4.726217269897461,0,141,0
anchor,0,23.822,0,3.067,,,
ios,0,23.836,,3.011850357055664,80,140,0
anchor,3,23.869,0,4.23,,,
anchor,1,23.95,0,3.32,,,
anchor,2,23.952,2,0.0,,,
ios,1,23.964,,3.3676950931549072,43,137,0
anchor,0,23.984,0,3.142,,,
ios,0,23.99,,3.092167615890503,80,140,0
anchor,3,24.05,0,4.155,,,
anchor,2,24.124,0,4.882,,,
anchor,1,24.139,2,0.0,,,
ios,2,24.142,,4.8369598388671875,0,141,0
anchor,0,24.146,3,0.0,,,
